ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source	final_rank_score	rank_percentile
WP_125168734.1	RHS repeat domain-containing protein [Xanthomonas oryzae]	SP	0.059359	0.930323	0.00926	0.000479	0.000281	0.000282	CS pos: 42-43. Pr: 0.8611	100.0	92	0	0	1	92	1	92	5.84e-65	185.0																					xoo	185.0	0.9375
WP_011257122.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	3e-06	0.0	0.0	0.0	0.0		100.0	86	0	0	1	86	1	86	2.57e-59	170.0																					xoo	170.0	0.9425
WP_224229837.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	59	0	0	1	59	1	59	7.609999999999999e-40	119.0	PAAR_motif	PF05488.19	-	3.6e-11	43.6	0.7	4.2e-11	43.4	0.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	162.6	0.9475
WP_228329689.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	2e-06	0.0	0.0	0.0	0.0		100.0	59	0	0	1	59	1	59	1.01e-39	119.0	PAAR_motif	PF05488.19	-	9.2e-10	39.1	0.6	1.1e-09	38.9	0.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	158.1	0.95
WP_129215655.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	73	0	0	1	73	1	73	4.45e-52	150.0																					xoo	150.0	0.9525
WP_012446080.1	methyltransferase family protein [Xanthomonas oryzae]	OTHER	0.99936	0.000574	2.6e-05	1e-06	1e-06	1.4e-05		100.0	59	0	0	1	59	1	59	2.79e-41	122.0	PEMT	PF04191.19	-	9.6e-06	26.6	0.0	1e-05	26.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Phospholipid			xoo	148.6	0.955
WP_012445372.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	1.08e-48	142.0																					xoo	142.0	0.96
WP_027703995.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	8.650000000000001e-47	137.0																					xoo	137.0	0.9625
WP_158645226.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	65	0	0	1	65	1	65	1.27e-46	136.0																					xoo	136.0	0.96625
WP_181679655.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	65	0	0	1	65	1	65	1.8299999999999998e-46	136.0																					xoo	136.0	0.96625
WP_024712752.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	67	0	0	1	67	1	67	1.49e-45	134.0																					xoo	134.0	0.97125
WP_162866900.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	58	0	0	1	58	1	58	2.85e-38	115.0																					xoo	115.0	0.9775
WP_113118208.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999995	1e-06	4e-06	0.0	0.0	0.0		100.0	41	0	0	1	41	1	41	5.34e-26	82.8	PAAR_motif	PF05488.19	-	4.3e-07	30.5	0.1	4.7e-07	30.4	0.1	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo	113.3	0.98
WP_012443701.1	MULTISPECIES: membrane protein [Xanthomonas]	OTHER	0.99957	0.000181	0.000216	2e-06	0.0	3.3e-05		100.0	48	0	0	1	48	1	48	8.7e-32	98.2																					xoo	98.2	0.985
WP_012444325.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999993	0.0	0.0	0.0	0.0	0.0		100.0	48	0	0	1	48	1	48	1.2e-31	97.8																					xoo	97.8	0.98875
WP_230455220.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.99981	4.3e-05	0.000145	0.0	0.0	4e-06		100.0	48	0	0	1	48	1	48	1.06e-31	97.8																					xoo	97.8	0.98875
WP_012445919.1	membrane protein [Xanthomonas oryzae]	OTHER	0.999738	9.1e-05	0.000153	1e-06	0.0	7e-06		100.0	48	0	0	1	48	1	48	1.35e-31	97.4																					xoo	97.4	0.9925
WP_012443802.1	MULTISPECIES: hypothetical protein [Xanthomonas]	OTHER	0.999995	0.0	0.0	0.0	0.0	0.0		100.0	44	0	0	1	44	1	44	4.79e-29	90.9																					xoo	90.9	0.995
WP_153296782.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999999	1e-06	2e-06	0.0	0.0	0.0		100.0	45	0	0	1	45	1	45	6.37e-29	90.5																					xoo	90.5	0.9975
WP_258535338.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.99988	5e-06	9.9e-05	2e-06	0.0	1.7e-05		100.0	40	0	0	1	40	1	40	1.15e-26	84.7																					xoo	84.7	1.0
